,UtcTime,ProcessId,EventID,User,Image,ImageLoaded,CommandLine,ParentImage,ParentCommandLine,DestinationPort,Protocol,QueryName,TargetFilename,TargetObject
0,2020-05-12 15:05:19.447,5380,7,,C:\Windows\explorer.exe,C:\Windows\System32\Windows.System.Launcher.dll,,,,,,,,
1,2020-05-12 15:05:19.493,5380,11,,C:\Windows\Explorer.EXE,,,,,,,,C:\Users\anon\AppData\Roaming\Microsoft\Windows\Recent\xmlEvents2.lnk,
2,2020-05-12 15:05:19.337,5080,11,,C:\Windows\system32\mmc.exe,,,,,,,,C:\Users\anon\Desktop\xmlEvents2.xml,
3,2020-05-12 15:05:17.066,1520,3,DESKTOP-TATBGQH\anon,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,,,8080,tcp,,,
4,2020-05-12 15:05:13.770,4,3,NT AUTHORITY\SYSTEM,System,,,,,137,udp,,,
5,2020-05-12 15:05:13.770,4,3,NT AUTHORITY\SYSTEM,System,,,,,137,udp,,,
6,2020-05-12 15:05:12.012,1520,3,DESKTOP-TATBGQH\anon,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,,,8080,tcp,,,
7,2020-05-12 15:05:12.368,1932,22,,C:\Windows\Sysmon.exe,,,,,,,254.3.107.13.in-addr.arpa.,,
8,2020-05-12 15:05:10.683,9728,22,,C:\Program Files (x86)\F-Secure\PSB\Ultralight\sensor\1585128330\fsatps.exe,,,,,,,s-ring.msedge.net,,
9,2020-05-12 15:05:10.683,9728,22,,C:\Program Files (x86)\F-Secure\PSB\Ultralight\sensor\1585128330\fsatps.exe,,,,,,,c-ring.msedge.net,,
10,2020-05-12 15:05:07.838,4,3,NT AUTHORITY\SYSTEM,System,,,,,137,udp,,,
11,2020-05-12 15:05:07.667,9728,22,,C:\Program Files (x86)\F-Secure\PSB\Ultralight\sensor\1585128330\fsatps.exe,,,,,,,s-ring.msedge.net,,
12,2020-05-12 15:05:09.149,5080,7,,C:\Windows\System32\mmc.exe,C:\Windows\System32\Windows.Storage.Search.dll,,,,,,,,
13,2020-05-12 15:05:09.056,5080,7,,C:\Windows\System32\mmc.exe,C:\Windows\System32\msftedit.dll,,,,,,,,
14,2020-05-12 15:05:06.966,1520,3,DESKTOP-TATBGQH\anon,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,,,8080,tcp,,,
15,2020-05-12 15:05:07.667,9728,22,,C:\Program Files (x86)\F-Secure\PSB\Ultralight\sensor\1585128330\fsatps.exe,,,,,,,c-ring.msedge.net,,
16,2020-05-12 15:05:06.030,6656,22,,C:\Windows\SystemApps\Microsoft.Windows.Cortana_cw5n1h2txyewy\SearchUI.exe,,,,,,,s-ring.msedge.net,,
17,2020-05-12 15:05:06.138,6656,3,DESKTOP-TATBGQH\anon,C:\Windows\SystemApps\Microsoft.Windows.Cortana_cw5n1h2txyewy\SearchUI.exe,,,,,443,tcp,,,
18,2020-05-12 15:05:06.041,6656,3,DESKTOP-TATBGQH\anon,C:\Windows\SystemApps\Microsoft.Windows.Cortana_cw5n1h2txyewy\SearchUI.exe,,,,,443,tcp,,,
19,2020-05-12 15:05:05.933,6656,3,DESKTOP-TATBGQH\anon,C:\Windows\SystemApps\Microsoft.Windows.Cortana_cw5n1h2txyewy\SearchUI.exe,,,,,443,tcp,,,
20,2020-05-12 15:05:05.836,6656,3,DESKTOP-TATBGQH\anon,C:\Windows\SystemApps\Microsoft.Windows.Cortana_cw5n1h2txyewy\SearchUI.exe,,,,,443,tcp,,,
21,2020-05-12 15:05:05.825,6656,22,,C:\Windows\SystemApps\Microsoft.Windows.Cortana_cw5n1h2txyewy\SearchUI.exe,,,,,,,c-ring.msedge.net,,
22,2020-05-12 15:05:06.196,6656,7,,C:\Windows\SystemApps\Microsoft.Windows.Cortana_cw5n1h2txyewy\SearchUI.exe,C:\Windows\System32\certca.dll,,,,,,,,
23,2020-05-12 15:05:06.181,6656,7,,C:\Windows\SystemApps\Microsoft.Windows.Cortana_cw5n1h2txyewy\SearchUI.exe,C:\Windows\System32\CertEnroll.dll,,,,,,,,
24,2020-05-12 15:05:06.196,6656,7,,C:\Windows\SystemApps\Microsoft.Windows.Cortana_cw5n1h2txyewy\SearchUI.exe,C:\Windows\System32\Wldap32.dll,,,,,,,,
25,2020-05-12 15:05:06.196,6656,7,,C:\Windows\SystemApps\Microsoft.Windows.Cortana_cw5n1h2txyewy\SearchUI.exe,C:\Windows\System32\dsparse.dll,,,,,,,,
26,2020-05-12 15:05:01.922,1520,3,DESKTOP-TATBGQH\anon,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,,,8080,tcp,,,
27,2020-05-12 15:04:56.892,1520,3,DESKTOP-TATBGQH\anon,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,,,8080,tcp,,,
28,2020-05-12 15:04:58.306,6192,7,,C:\Windows\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\StartMenuExperienceHost.exe,C:\Windows\System32\UIAnimation.dll,,,,,,,,
29,2020-05-12 15:04:51.826,1520,3,DESKTOP-TATBGQH\anon,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,,,8080,tcp,,,
32,2020-05-12 15:04:49.574,11148,3,NT AUTHORITY\NETWORK SERVICE,C:\Windows\System32\svchost.exe,,,,,7680,tcp,,,
33,2020-05-12 15:04:49.574,11148,3,NT AUTHORITY\NETWORK SERVICE,C:\Windows\System32\svchost.exe,,,,,7680,tcp,,,
34,2020-05-12 15:04:46.778,1520,3,DESKTOP-TATBGQH\anon,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,,,8080,tcp,,,
35,2020-05-12 15:04:41.731,1520,3,DESKTOP-TATBGQH\anon,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,,,8080,tcp,,,
36,2020-05-12 15:04:36.699,1520,3,DESKTOP-TATBGQH\anon,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,,,8080,tcp,,,
37,2020-05-12 15:04:31.653,1520,3,DESKTOP-TATBGQH\anon,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,,,8080,tcp,,,
38,2020-05-12 15:04:26.606,1520,3,DESKTOP-TATBGQH\anon,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,,,8080,tcp,,,
39,2020-05-12 15:04:21.560,1520,3,DESKTOP-TATBGQH\anon,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,,,8080,tcp,,,
40,2020-05-12 15:04:16.528,1520,3,DESKTOP-TATBGQH\anon,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,,,8080,tcp,,,
41,2020-05-12 15:04:11.777,6928,3,NT AUTHORITY\NETWORK SERVICE,C:\Program Files (x86)\F-Secure\PSB\Ultralight\sensor\1585128330\fsatpn.exe,,,,,443,tcp,,,
42,2020-05-12 15:04:11.471,1520,3,DESKTOP-TATBGQH\anon,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,,,8080,tcp,,,
43,2020-05-12 15:04:09.392,11148,3,NT AUTHORITY\NETWORK SERVICE,C:\Windows\System32\svchost.exe,,,,,7680,tcp,,,
44,2020-05-12 15:04:06.424,1520,3,DESKTOP-TATBGQH\anon,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,,,8080,tcp,,,
45,2020-05-12 15:04:06.372,1520,3,DESKTOP-TATBGQH\anon,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,,,8080,tcp,,,
47,2020-05-12 15:04:01.322,1520,3,DESKTOP-TATBGQH\anon,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,,,8080,tcp,,,
48,2020-05-12 15:03:56.242,1520,3,DESKTOP-TATBGQH\anon,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,,,8080,tcp,,,
49,2020-05-12 15:03:56.168,1520,3,DESKTOP-TATBGQH\anon,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,,,8080,tcp,,,
53,2020-05-12 15:03:51.124,1520,3,DESKTOP-TATBGQH\anon,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,,,8080,tcp,,,
54,2020-05-12 15:03:46.091,1520,3,DESKTOP-TATBGQH\anon,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,,,8080,tcp,,,
55,2020-05-12 15:03:41.068,1520,3,DESKTOP-TATBGQH\anon,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,,,8080,tcp,,,
57,2020-05-12 15:03:36.018,1520,3,DESKTOP-TATBGQH\anon,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,,,8080,tcp,,,
58,2020-05-12 15:03:30.948,1520,3,DESKTOP-TATBGQH\anon,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,,,8080,tcp,,,
59,2020-05-12 15:03:30.903,1520,3,DESKTOP-TATBGQH\anon,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,,,8080,tcp,,,
60,2020-05-12 15:03:29.622,6928,3,NT AUTHORITY\NETWORK SERVICE,C:\Program Files (x86)\F-Secure\PSB\Ultralight\sensor\1585128330\fsatpn.exe,,,,,443,tcp,,,
61,2020-05-12 15:03:29.302,11148,3,NT AUTHORITY\NETWORK SERVICE,C:\Windows\System32\svchost.exe,,,,,7680,tcp,,,
62,2020-05-12 15:03:26.399,6928,3,NT AUTHORITY\NETWORK SERVICE,C:\Program Files (x86)\F-Secure\PSB\Ultralight\sensor\1585128330\fsatpn.exe,,,,,443,tcp,,,
63,2020-05-12 15:03:25.871,1520,3,DESKTOP-TATBGQH\anon,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,,,8080,tcp,,,
64,2020-05-12 15:03:20.825,1520,3,DESKTOP-TATBGQH\anon,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,,,8080,tcp,,,
65,2020-05-12 15:03:15.777,1520,3,DESKTOP-TATBGQH\anon,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,,,8080,tcp,,,
68,2020-05-12 15:03:10.714,1520,3,DESKTOP-TATBGQH\anon,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,,,8080,tcp,,,
69,2020-05-12 15:03:12.165,1936,11,,C:\Windows\system32\svchost.exe,,,,,,,,C:\Windows\Prefetch\SVCHOST.EXE-DB425447.pf,
70,2020-05-12 15:03:09.228,3036,11,,C:\Program Files (x86)\F-Secure\PSB\fshoster32.exe,,,,,,,,C:\ProgramData\F-Secure\COSMOS\safe.S-1-5-18.local.cosmos,
71,2020-05-12 15:03:05.669,1520,3,DESKTOP-TATBGQH\anon,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,,,8080,tcp,,,
72,2020-05-12 15:03:04.134,7584,7,,C:\Windows\System32\svchost.exe,C:\Windows\System32\netutils.dll,,,,,,,,
74,2020-05-12 15:03:03.978,1936,11,,C:\Windows\system32\svchost.exe,,,,,,,,C:\Windows\Prefetch\BACKGROUNDTASKHOST.EXE-0201349A.pf,
75,2020-05-12 15:03:03.603,1936,11,,C:\Windows\system32\svchost.exe,,,,,,,,C:\Windows\Prefetch\RUNTIMEBROKER.EXE-3C1E76F1.pf,
76,2020-05-12 15:03:00.637,1520,3,DESKTOP-TATBGQH\anon,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,,,8080,tcp,,,
77,2020-05-12 15:03:02.212,10804,7,,C:\Windows\System32\svchost.exe,C:\Windows\System32\winsta.dll,,,,,,,,
78,2020-05-12 15:03:02.197,10804,7,,C:\Windows\System32\svchost.exe,C:\Windows\System32\wtsapi32.dll,,,,,,,,
79,2020-05-12 15:03:02.197,10804,7,,C:\Windows\System32\svchost.exe,C:\Windows\System32\wer.dll,,,,,,,,
80,2020-05-12 15:03:02.181,10804,7,,C:\Windows\System32\svchost.exe,C:\Windows\System32\wevtapi.dll,,,,,,,,
81,2020-05-12 15:03:02.165,10804,7,,C:\Windows\System32\svchost.exe,C:\Windows\System32\MrmDeploy.dll,,,,,,,,
82,2020-05-12 15:03:02.149,10804,7,,C:\Windows\System32\svchost.exe,C:\Windows\System32\mintdh.dll,,,,,,,,
83,2020-05-12 15:03:02.149,10804,7,,C:\Windows\System32\svchost.exe,C:\Windows\System32\tdh.dll,,,,,,,,
84,2020-05-12 15:03:02.149,10804,7,,C:\Windows\System32\svchost.exe,C:\Windows\System32\AppXDeploymentServer.dll,,,,,,,,
85,2020-05-12 15:03:02.197,10804,7,,C:\Windows\System32\svchost.exe,C:\Windows\System32\umpdc.dll,,,,,,,,
86,2020-05-12 15:03:02.181,10804,7,,C:\Windows\System32\svchost.exe,C:\Windows\System32\bcrypt.dll,,,,,,,,
87,2020-05-12 15:03:02.181,10804,7,,C:\Windows\System32\svchost.exe,C:\Windows\System32\fwbase.dll,,,,,,,,
88,2020-05-12 15:03:02.181,10804,7,,C:\Windows\System32\svchost.exe,C:\Windows\System32\IPHLPAPI.DLL,,,,,,,,
89,2020-05-12 15:03:02.165,10804,7,,C:\Windows\System32\svchost.exe,C:\Windows\System32\nsi.dll,,,,,,,,
90,2020-05-12 15:03:02.165,10804,7,,C:\Windows\System32\svchost.exe,C:\Windows\System32\ws2_32.dll,,,,,,,,
91,2020-05-12 15:03:02.165,10804,7,,C:\Windows\System32\svchost.exe,C:\Windows\System32\dnsapi.dll,,,,,,,,
92,2020-05-12 15:03:02.165,10804,7,,C:\Windows\System32\svchost.exe,C:\Windows\System32\FirewallAPI.dll,,,,,,,,
93,2020-05-12 15:03:02.165,10804,7,,C:\Windows\System32\svchost.exe,C:\Windows\System32\AppXDeploymentClient.dll,,,,,,,,
94,2020-05-12 15:03:02.165,10804,7,,C:\Windows\System32\svchost.exe,C:\Windows\System32\wintrust.dll,,,,,,,,
95,2020-05-12 15:03:02.165,10804,7,,C:\Windows\System32\svchost.exe,C:\Windows\System32\ntmarta.dll,,,,,,,,
96,2020-05-12 15:03:02.165,10804,7,,C:\Windows\System32\svchost.exe,C:\Windows\System32\msasn1.dll,,,,,,,,
97,2020-05-12 15:03:02.165,10804,7,,C:\Windows\System32\svchost.exe,C:\Windows\System32\MrmCoreR.dll,,,,,,,,
98,2020-05-12 15:03:02.165,10804,7,,C:\Windows\System32\svchost.exe,C:\Windows\System32\wldp.dll,,,,,,,,
99,2020-05-12 15:03:02.165,10804,7,,C:\Windows\System32\svchost.exe,C:\Windows\System32\crypt32.dll,,,,,,,,
100,2020-05-12 15:03:02.165,10804,7,,C:\Windows\System32\svchost.exe,C:\Windows\System32\advapi32.dll,,,,,,,,
101,2020-05-12 15:03:02.072,10804,7,,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,,,,,,,,
102,2020-05-12 15:03:02.149,10804,7,,C:\Windows\System32\svchost.exe,C:\Windows\System32\userenv.dll,,,,,,,,
103,2020-05-12 15:03:02.056,7584,7,,C:\Windows\System32\svchost.exe,C:\Windows\System32\fwbase.dll,,,,,,,,
104,2020-05-12 15:03:02.149,10804,7,,C:\Windows\System32\svchost.exe,C:\Windows\System32\fltLib.dll,,,,,,,,
105,2020-05-12 15:03:02.149,10804,7,,C:\Windows\System32\svchost.exe,C:\Windows\System32\StateRepository.Core.dll,,,,,,,,
106,2020-05-12 15:03:02.149,10804,7,,C:\Windows\System32\svchost.exe,C:\Windows\System32\profapi.dll,,,,,,,,
107,2020-05-12 15:03:02.149,10804,7,,C:\Windows\System32\svchost.exe,C:\Windows\System32\oleaut32.dll,,,,,,,,
108,2020-05-12 15:03:02.149,10804,7,,C:\Windows\System32\svchost.exe,C:\Windows\System32\SHCore.dll,,,,,,,,
109,2020-05-12 15:03:02.056,7584,7,,C:\Windows\System32\svchost.exe,C:\Windows\System32\IPHLPAPI.DLL,,,,,,,,
110,2020-05-12 15:03:02.056,7584,7,,C:\Windows\System32\svchost.exe,C:\Windows\System32\FirewallAPI.dll,,,,,,,,
111,2020-05-12 15:03:02.040,7584,7,,C:\Windows\System32\svchost.exe,C:\Windows\System32\Windows.Media.dll,,,,,,,,
112,2020-05-12 15:03:02.087,10804,7,,C:\Windows\System32\svchost.exe,C:\Windows\System32\msvcp_win.dll,,,,,,,,
113,2020-05-12 15:03:02.087,10804,7,,C:\Windows\System32\svchost.exe,C:\Windows\System32\gdi32full.dll,,,,,,,,
114,2020-05-12 15:03:02.087,10804,7,,C:\Windows\System32\svchost.exe,C:\Windows\System32\gdi32.dll,,,,,,,,
115,2020-05-12 15:03:02.087,10804,7,,C:\Windows\System32\svchost.exe,C:\Windows\System32\win32u.dll,,,,,,,,
116,2020-05-12 15:03:02.087,10804,7,,C:\Windows\System32\svchost.exe,C:\Windows\System32\user32.dll,,,,,,,,
117,2020-05-12 15:03:02.087,10804,7,,C:\Windows\System32\svchost.exe,C:\Windows\System32\msvcrt.dll,,,,,,,,
118,2020-05-12 15:03:02.087,10804,7,,C:\Windows\System32\svchost.exe,C:\Windows\System32\kernel.appcore.dll,,,,,,,,
119,2020-05-12 15:03:02.087,10804,7,,C:\Windows\System32\svchost.exe,C:\Windows\System32\bcryptprimitives.dll,,,,,,,,
120,2020-05-12 15:03:02.087,10804,7,,C:\Windows\System32\svchost.exe,C:\Windows\System32\combase.dll,,,,,,,,
121,2020-05-12 15:03:02.072,10804,7,,C:\Windows\System32\svchost.exe,C:\Windows\System32\ucrtbase.dll,,,,,,,,
122,2020-05-12 15:03:02.072,10804,7,,C:\Windows\System32\svchost.exe,C:\Windows\System32\rpcrt4.dll,,,,,,,,
123,2020-05-12 15:03:02.072,10804,7,,C:\Windows\System32\svchost.exe,C:\Windows\System32\sechost.dll,,,,,,,,
124,2020-05-12 15:03:02.072,10804,7,,C:\Windows\System32\svchost.exe,C:\Windows\System32\KernelBase.dll,,,,,,,,
125,2020-05-12 15:03:02.072,10804,7,,C:\Windows\System32\svchost.exe,C:\Windows\System32\kernel32.dll,,,,,,,,
126,2020-05-12 15:03:02.072,10804,7,,C:\Windows\System32\svchost.exe,C:\Windows\System32\ntdll.dll,,,,,,,,
127,2020-05-12 15:03:02.071,10804,1,NT AUTHORITY\SYSTEM,C:\Windows\System32\svchost.exe,,C:\Windows\system32\svchost.exe -k wsappx -p -s AppXSvc,C:\Windows\System32\services.exe,C:\Windows\system32\services.exe,,,,,
128,2020-05-12 15:03:02.056,7584,7,,C:\Windows\System32\svchost.exe,C:\Windows\System32\nsi.dll,,,,,,,,
129,2020-05-12 15:03:02.056,7584,7,,C:\Windows\System32\svchost.exe,C:\Windows\System32\dnsapi.dll,,,,,,,,
130,2020-05-12 15:03:02.056,7584,7,,C:\Windows\System32\svchost.exe,C:\Windows\System32\StateRepository.Core.dll,,,,,,,,
131,2020-05-12 15:03:02.056,7584,7,,C:\Windows\System32\svchost.exe,C:\Windows\System32\AppXDeploymentClient.dll,,,,,,,,
132,2020-05-12 15:03:02.040,7584,7,,C:\Windows\System32\svchost.exe,C:\Windows\System32\rmclient.dll,,,,,,,,
133,2020-05-12 15:03:02.040,7584,7,,C:\Windows\System32\svchost.exe,C:\Windows\System32\twinapi.appcore.dll,,,,,,,,
134,2020-05-12 15:03:02.040,7584,7,,C:\Windows\System32\svchost.exe,C:\Windows\System32\Windows.ApplicationModel.dll,,,,,,,,
135,2020-05-12 15:03:02.040,7584,7,,C:\Windows\System32\svchost.exe,C:\Windows\System32\ws2_32.dll,,,,,,,,
136,2020-05-12 15:03:01.962,7584,7,,C:\Windows\System32\svchost.exe,C:\Windows\System32\CompPkgSup.dll,,,,,,,,
137,2020-05-12 15:03:01.056,1936,11,,C:\Windows\system32\svchost.exe,,,,,,,,C:\Windows\Prefetch\SVCHOST.EXE-62677B80.pf,
138,2020-05-12 15:02:59.197,1932,22,,C:\Windows\Sysmon.exe,,,,,,,210.255.107.13.in-addr.arpa.,,
141,2020-05-12 15:02:58.513,9728,22,,C:\Program Files (x86)\F-Secure\PSB\Ultralight\sensor\1585128330\fsatps.exe,,,,,,,moiazureorigin.clo.footprintdns.com,,
142,2020-05-12 15:02:58.512,9728,22,,C:\Program Files (x86)\F-Secure\PSB\Ultralight\sensor\1585128330\fsatps.exe,,,,,,,tile-service.weather.microsoft.com,,
143,2020-05-12 15:02:58.512,9728,22,,C:\Program Files (x86)\F-Secure\PSB\Ultralight\sensor\1585128330\fsatps.exe,,,,,,,peer1-hel02.msedge.net,,
144,2020-05-12 15:02:57.104,1932,22,,C:\Windows\Sysmon.exe,,,,,,,254.6.107.13.in-addr.arpa.,,
145,2020-05-12 15:02:58.869,1936,11,,C:\Windows\system32\svchost.exe,,,,,,,,C:\Windows\Prefetch\NOTEPAD.EXE-C5670914.pf,
146,2020-05-12 15:02:58.556,1936,11,,C:\Windows\system32\svchost.exe,,,,,,,,C:\Windows\Prefetch\CALCULATOR.EXE-ABBF6B23.pf,
147,2020-05-12 15:02:57.104,1932,22,,C:\Windows\Sysmon.exe,,,,,,,254.42.107.13.in-addr.arpa.,,
148,2020-05-12 15:02:57.104,1932,22,,C:\Windows\Sysmon.exe,,,,,,,254.18.107.13.in-addr.arpa.,,
150,2020-05-12 15:02:55.593,1520,3,DESKTOP-TATBGQH\anon,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,,,8080,tcp,,,
151,2020-05-12 15:02:55.706,1932,22,,C:\Windows\Sysmon.exe,,,,,,,104.153.0.23.in-addr.arpa.,,
152,2020-05-12 15:02:57.323,1936,11,,C:\Windows\system32\svchost.exe,,,,,,,,C:\Windows\Prefetch\DLLHOST.EXE-4B6CB38A.pf,
154,2020-05-12 15:02:56.946,6656,11,,C:\Windows\SystemApps\Microsoft.Windows.Cortana_cw5n1h2txyewy\SearchUI.exe,,,,,,,,C:\Users\anon\AppData\Local\Packages\Microsoft.Windows.Cortana_cw5n1h2txyewy\AC\Microsoft\Internet Explorer\DOMStore\6OHHA762\www.bing[1].xml,
155,2020-05-12 15:02:54.676,4,3,NT AUTHORITY\SYSTEM,System,,,,,137,udp,,,
156,2020-05-12 15:02:55.519,9728,22,,C:\Program Files (x86)\F-Secure\PSB\Ultralight\sensor\1585128330\fsatps.exe,,,,,,,moiazureorigin.clo.footprintdns.com,,
157,2020-05-12 15:02:55.518,9728,22,,C:\Program Files (x86)\F-Secure\PSB\Ultralight\sensor\1585128330\fsatps.exe,,,,,,,tile-service.weather.microsoft.com,,
158,2020-05-12 15:02:55.518,9728,22,,C:\Program Files (x86)\F-Secure\PSB\Ultralight\sensor\1585128330\fsatps.exe,,,,,,,peer1-hel02.msedge.net,,
159,2020-05-12 15:02:56.322,3748,7,,C:\Program Files\WindowsApps\Microsoft.WindowsCalculator_10.1910.0.0_x64__8wekyb3d8bbwe\Calculator.exe,C:\Windows\System32\CryptoWinRT.dll,,,,,,,,
160,2020-05-12 15:02:54.101,4836,3,DESKTOP-TATBGQH\anon,C:\Windows\System32\svchost.exe,,,,,80,tcp,,,
161,2020-05-12 15:02:54.034,2724,22,,C:\Windows\System32\svchost.exe,,,,,,,moiazureorigin.clo.footprintdns.com,,
162,2020-05-12 15:02:54.028,6656,22,,C:\Windows\SystemApps\Microsoft.Windows.Cortana_cw5n1h2txyewy\SearchUI.exe,,,,,,,moiazureorigin.clo.footprintdns.com,,
163,2020-05-12 15:02:55.353,3748,7,,C:\Program Files\WindowsApps\Microsoft.WindowsCalculator_10.1910.0.0_x64__8wekyb3d8bbwe\Calculator.exe,C:\Windows\System32\ninput.dll,,,,,,,,
164,2020-05-12 15:02:55.353,3748,7,,C:\Program Files\WindowsApps\Microsoft.WindowsCalculator_10.1910.0.0_x64__8wekyb3d8bbwe\Calculator.exe,C:\Windows\System32\dwmapi.dll,,,,,,,,
165,2020-05-12 15:02:53.713,6656,3,DESKTOP-TATBGQH\anon,C:\Windows\SystemApps\Microsoft.Windows.Cortana_cw5n1h2txyewy\SearchUI.exe,,,,,443,tcp,,,
166,2020-05-12 15:02:54.790,4752,7,,C:\Windows\System32\backgroundTaskHost.exe,C:\Windows\System32\cabinet.dll,,,,,,,,
167,2020-05-12 15:02:54.790,4752,7,,C:\Windows\System32\backgroundTaskHost.exe,C:\Windows\SystemApps\Microsoft.Windows.Cortana_cw5n1h2txyewy\CortanaApi.dll,,,,,,,,
168,2020-05-12 15:02:54.665,4752,7,,C:\Windows\System32\backgroundTaskHost.exe,C:\Windows\System32\Windows.Globalization.dll,,,,,,,,
169,2020-05-12 15:02:54.634,4752,7,,C:\Windows\System32\backgroundTaskHost.exe,C:\Windows\System32\Windows.ApplicationModel.dll,,,,,,,,
170,2020-05-12 15:02:54.634,4752,7,,C:\Windows\System32\backgroundTaskHost.exe,C:\Windows\System32\profext.dll,,,,,,,,
171,2020-05-12 15:02:54.618,4752,7,,C:\Windows\System32\backgroundTaskHost.exe,C:\Windows\System32\rsaenh.dll,,,,,,,,
172,2020-05-12 15:02:54.618,4752,7,,C:\Windows\System32\backgroundTaskHost.exe,C:\Windows\System32\Windows.Media.Speech.dll,,,,,,,,
173,2020-05-12 15:02:54.571,4752,7,,C:\Windows\System32\backgroundTaskHost.exe,C:\Windows\System32\Windows.Security.Authentication.Web.Core.dll,,,,,,,,
174,2020-05-12 15:02:52.579,4,3,NT AUTHORITY\SYSTEM,System,,,,,137,udp,,,
175,2020-05-12 15:02:52.577,4,3,NT AUTHORITY\SYSTEM,System,,,,,137,udp,,,
176,2020-05-12 15:02:52.575,4,3,NT AUTHORITY\SYSTEM,System,,,,,137,udp,,,
177,2020-05-12 15:02:52.549,1164,3,NT AUTHORITY\NETWORK SERVICE,C:\Program Files (x86)\F-Secure\PSB\Ultralight\ulcore\1585820217\fsorsp64.exe,,,,,80,tcp,,,
178,2020-05-12 15:02:54.587,4752,7,,C:\Windows\System32\backgroundTaskHost.exe,C:\Windows\System32\bcrypt.dll,,,,,,,,
179,2020-05-12 15:02:54.587,4752,7,,C:\Windows\System32\backgroundTaskHost.exe,C:\Windows\System32\vaultcli.dll,,,,,,,,
180,2020-05-12 15:02:54.540,4752,7,,C:\Windows\System32\backgroundTaskHost.exe,C:\Windows\System32\OneCoreCommonProxyStub.dll,,,,,,,,
181,2020-05-12 15:02:54.525,4752,7,,C:\Windows\System32\backgroundTaskHost.exe,C:\Windows\System32\winhttp.dll,,,,,,,,
182,2020-05-12 15:02:54.540,4752,7,,C:\Windows\System32\backgroundTaskHost.exe,C:\Windows\System32\AudioSes.dll,,,,,,,,
183,2020-05-12 15:02:54.525,4752,7,,C:\Windows\System32\backgroundTaskHost.exe,C:\Windows\System32\devobj.dll,,,,,,,,
184,2020-05-12 15:02:54.525,4752,7,,C:\Windows\System32\backgroundTaskHost.exe,C:\Windows\System32\MMDevAPI.dll,,,,,,,,
185,2020-05-12 15:02:54.525,4752,7,,C:\Windows\System32\backgroundTaskHost.exe,C:\Windows\System32\cryptbase.dll,,,,,,,,
186,2020-05-12 15:02:54.525,4752,7,,C:\Windows\System32\backgroundTaskHost.exe,C:\Windows\System32\iertutil.dll,,,,,,,,
187,2020-05-12 15:02:54.525,4752,7,,C:\Windows\System32\backgroundTaskHost.exe,C:\Windows\System32\shlwapi.dll,,,,,,,,
188,2020-05-12 15:02:54.525,4752,7,,C:\Windows\System32\backgroundTaskHost.exe,C:\Windows\System32\windows.storage.dll,,,,,,,,
189,2020-05-12 15:02:54.525,4752,7,,C:\Windows\System32\backgroundTaskHost.exe,C:\Windows\System32\winmmbase.dll,,,,,,,,
190,2020-05-12 15:02:54.525,4752,7,,C:\Windows\System32\backgroundTaskHost.exe,C:\Windows\System32\urlmon.dll,,,,,,,,
191,2020-05-12 15:02:54.525,4752,7,,C:\Windows\System32\backgroundTaskHost.exe,C:\Windows\System32\sspicli.dll,,,,,,,,
